category,product_name,material_score,carbon_footprint,packaging,tip
Automotive,Eco Car Wash Shampoo,9,10,5,Biodegradable car wash soap.
Sports,Recycled Yoga Mat,7,5,5,Made from sustainable materials.
Clothing,Cotton Shirt,5,8,1,Wash with cold water to save energy.
Furniture,Bamboo Chair,5,1,2,Sustainable alternative to plastic furniture.
Toys,Wooden Blocks,5,7,3,Eco-friendly alternative to plastic toys.
Sports,Recycled Yoga Mat,7,2,3,Made from sustainable materials.
Electronics,LED Bulb,5,9,2,Switch to LED bulbs for lower energy usage.
Furniture,Bamboo Chair,9,4,1,Sustainable alternative to plastic furniture.
Healthcare,Reusable Cotton Pads,8,6,2,Replace disposable wipes with reusable ones.
Automotive,Eco Car Wash Shampoo,10,1,5,Biodegradable car wash soap.
Stationery,Pen,6,4,2,Refillable pens reduce plastic waste.
Toys,Wooden Blocks,5,6,5,Eco-friendly alternative to plastic toys.
Stationery,Pen,7,10,3,Refillable pens reduce plastic waste.
Clothing,Cotton Shirt,10,5,2,Wash with cold water to save energy.
Stationery,Notebook,7,1,5,Use recycled paper notebooks.
Toys,Wooden Blocks,10,8,1,Eco-friendly alternative to plastic toys.
Beauty,Lipstick,6,6,1,Opt for refillable lipstick cases to reduce waste.
Healthcare,Reusable Cotton Pads,10,3,4,Replace disposable wipes with reusable ones.
Electronics,LED Bulb,5,10,3,Switch to LED bulbs for lower energy usage.
Kitchen,Wooden Spoon,8,8,1,Use biodegradable wooden spoons instead of plastic.
Beauty,Lipstick,7,4,2,Opt for refillable lipstick cases to reduce waste.
Beauty,Lipstick,10,6,1,Opt for refillable lipstick cases to reduce waste.
Healthcare,Reusable Cotton Pads,6,10,3,Replace disposable wipes with reusable ones.
Kitchen,Wooden Spoon,5,4,4,Use biodegradable wooden spoons instead of plastic.
Furniture,Bamboo Chair,10,7,4,Sustainable alternative to plastic furniture.
Automotive,Eco Car Wash Shampoo,5,5,5,Biodegradable car wash soap.
Kitchen,Steel Water Bottle,9,8,2,Refill instead of buying plastic bottles.
Furniture,Bamboo Chair,6,5,2,Sustainable alternative to plastic furniture.
Healthcare,Reusable Cotton Pads,6,6,1,Replace disposable wipes with reusable ones.
Stationery,Pen,5,5,3,Refillable pens reduce plastic waste.
Beauty,Lipstick,7,5,2,Opt for refillable lipstick cases to reduce waste.
Healthcare,Reusable Cotton Pads,5,8,4,Replace disposable wipes with reusable ones.
Sports,Recycled Yoga Mat,10,2,2,Made from sustainable materials.
Kitchen,Wooden Spoon,7,1,2,Use biodegradable wooden spoons instead of plastic.
Sports,Recycled Yoga Mat,8,8,5,Made from sustainable materials.
Groceries,Reusable Bag,6,1,2,Avoid plastic bags by carrying a reusable one.
Furniture,Bamboo Chair,9,6,1,Sustainable alternative to plastic furniture.
Automotive,Eco Car Wash Shampoo,10,2,1,Biodegradable car wash soap.
Stationery,Notebook,5,1,3,Use recycled paper notebooks.
Gardening,Compost Bin,7,10,5,Convert kitchen waste into compost.
Healthcare,Reusable Cotton Pads,5,4,5,Replace disposable wipes with reusable ones.
Healthcare,Reusable Cotton Pads,7,8,5,Replace disposable wipes with reusable ones.
Stationery,Notebook,5,5,2,Use recycled paper notebooks.
Clothing,Cotton Shirt,10,1,4,Wash with cold water to save energy.
Household,Bamboo Toothbrush,9,6,3,Switch to biodegradable toothbrushes.
Healthcare,Reusable Cotton Pads,6,1,2,Replace disposable wipes with reusable ones.
Sports,Recycled Yoga Mat,8,5,5,Made from sustainable materials.
Clothing,Cotton Shirt,6,5,4,Wash with cold water to save energy.
Groceries,Reusable Bag,7,2,2,Avoid plastic bags by carrying a reusable one.
Beauty,Lipstick,6,10,4,Opt for refillable lipstick cases to reduce waste.
Sports,Recycled Yoga Mat,5,7,3,Made from sustainable materials.
Sports,Recycled Yoga Mat,6,7,2,Made from sustainable materials.
Healthcare,Reusable Cotton Pads,6,4,1,Replace disposable wipes with reusable ones.
Gardening,Compost Bin,8,6,3,Convert kitchen waste into compost.
Stationery,Pen,6,1,5,Refillable pens reduce plastic waste.
Stationery,Notebook,7,2,4,Use recycled paper notebooks.
Stationery,Notebook,8,3,2,Use recycled paper notebooks.
Groceries,Reusable Bag,8,5,3,Avoid plastic bags by carrying a reusable one.
Toys,Wooden Blocks,6,8,4,Eco-friendly alternative to plastic toys.
Household,Bamboo Toothbrush,6,6,3,Switch to biodegradable toothbrushes.
Groceries,Reusable Bag,7,8,4,Avoid plastic bags by carrying a reusable one.
Beauty,Lipstick,5,1,5,Opt for refillable lipstick cases to reduce waste.
Stationery,Pen,7,1,2,Refillable pens reduce plastic waste.
Stationery,Notebook,10,8,3,Use recycled paper notebooks.
Automotive,Eco Car Wash Shampoo,9,3,3,Biodegradable car wash soap.
Toys,Wooden Blocks,8,10,2,Eco-friendly alternative to plastic toys.
Toys,Wooden Blocks,9,7,1,Eco-friendly alternative to plastic toys.
Groceries,Reusable Bag,8,9,4,Avoid plastic bags by carrying a reusable one.
Toys,Wooden Blocks,7,8,1,Eco-friendly alternative to plastic toys.
Toys,Wooden Blocks,5,3,3,Eco-friendly alternative to plastic toys.
Automotive,Eco Car Wash Shampoo,10,1,2,Biodegradable car wash soap.
Beauty,Lipstick,8,6,3,Opt for refillable lipstick cases to reduce waste.
Automotive,Eco Car Wash Shampoo,7,2,4,Biodegradable car wash soap.
Gardening,Compost Bin,10,10,4,Convert kitchen waste into compost.
Groceries,Reusable Bag,5,2,5,Avoid plastic bags by carrying a reusable one.
Gardening,Compost Bin,9,1,3,Convert kitchen waste into compost.
Gardening,Compost Bin,9,2,5,Convert kitchen waste into compost.
Automotive,Eco Car Wash Shampoo,6,4,3,Biodegradable car wash soap.
Clothing,Handkerchief,10,10,3,Reuse and wash instead of using tissues.
Household,Bamboo Toothbrush,6,2,1,Switch to biodegradable toothbrushes.
Clothing,Handkerchief,8,8,3,Reuse and wash instead of using tissues.
Electronics,LED Bulb,8,9,4,Switch to LED bulbs for lower energy usage.
Kitchen,Steel Water Bottle,8,7,5,Refill instead of buying plastic bottles.
Gardening,Compost Bin,9,6,5,Convert kitchen waste into compost.
Stationery,Notebook,6,5,1,Use recycled paper notebooks.
Electronics,LED Bulb,7,1,4,Switch to LED bulbs for lower energy usage.
Gardening,Compost Bin,8,1,5,Convert kitchen waste into compost.
Kitchen,Wooden Spoon,6,10,5,Use biodegradable wooden spoons instead of plastic.
Healthcare,Reusable Cotton Pads,10,8,2,Replace disposable wipes with reusable ones.
Stationery,Pen,7,10,4,Refillable pens reduce plastic waste.
Toys,Wooden Blocks,7,10,4,Eco-friendly alternative to plastic toys.
Clothing,Handkerchief,10,8,3,Reuse and wash instead of using tissues.
Beauty,Lipstick,5,2,4,Opt for refillable lipstick cases to reduce waste.
Automotive,Eco Car Wash Shampoo,8,5,5,Biodegradable car wash soap.
Toys,Wooden Blocks,9,1,3,Eco-friendly alternative to plastic toys.
Healthcare,Reusable Cotton Pads,6,7,1,Replace disposable wipes with reusable ones.
Stationery,Notebook,10,9,4,Use recycled paper notebooks.
Electronics,LED Bulb,9,8,3,Switch to LED bulbs for lower energy usage.
Healthcare,Reusable Cotton Pads,10,10,1,Replace disposable wipes with reusable ones.
Furniture,Bamboo Chair,9,2,4,Sustainable alternative to plastic furniture.
Automotive,Eco Car Wash Shampoo,6,4,2,Biodegradable car wash soap.
Electronics,LED Bulb,6,9,3,Switch to LED bulbs for lower energy usage.
Household,Bamboo Toothbrush,8,1,3,Switch to biodegradable toothbrushes.
Beauty,Lipstick,7,1,2,Opt for refillable lipstick cases to reduce waste.
Kitchen,Steel Water Bottle,7,3,2,Refill instead of buying plastic bottles.
Healthcare,Reusable Cotton Pads,9,2,5,Replace disposable wipes with reusable ones.
Groceries,Reusable Bag,6,7,3,Avoid plastic bags by carrying a reusable one.
Healthcare,Reusable Cotton Pads,10,6,1,Replace disposable wipes with reusable ones.
Beauty,Lipstick,6,10,3,Opt for refillable lipstick cases to reduce waste.
Sports,Recycled Yoga Mat,8,9,3,Made from sustainable materials.
Healthcare,Reusable Cotton Pads,8,2,4,Replace disposable wipes with reusable ones.
Beauty,Lipstick,10,8,1,Opt for refillable lipstick cases to reduce waste.
Automotive,Eco Car Wash Shampoo,9,9,2,Biodegradable car wash soap.
Electronics,Laptop,9,5,4,Use energy-saving mode to reduce power consumption.
Stationery,Pen,5,1,3,Refillable pens reduce plastic waste.
Healthcare,Reusable Cotton Pads,6,7,4,Replace disposable wipes with reusable ones.
Clothing,Handkerchief,10,1,1,Reuse and wash instead of using tissues.
Household,Bamboo Toothbrush,9,9,5,Switch to biodegradable toothbrushes.
Clothing,Cotton Shirt,8,10,4,Wash with cold water to save energy.
Beauty,Lipstick,10,10,4,Opt for refillable lipstick cases to reduce waste.
Kitchen,Wooden Spoon,10,10,1,Use biodegradable wooden spoons instead of plastic.
Clothing,Handkerchief,9,8,1,Reuse and wash instead of using tissues.
Automotive,Eco Car Wash Shampoo,5,10,3,Biodegradable car wash soap.
Automotive,Eco Car Wash Shampoo,9,8,1,Biodegradable car wash soap.
Automotive,Eco Car Wash Shampoo,7,9,4,Biodegradable car wash soap.
Beauty,Lipstick,9,4,5,Opt for refillable lipstick cases to reduce waste.
Household,Bamboo Toothbrush,8,10,2,Switch to biodegradable toothbrushes.
Household,Bamboo Toothbrush,10,5,2,Switch to biodegradable toothbrushes.
Automotive,Eco Car Wash Shampoo,9,6,1,Biodegradable car wash soap.
Automotive,Eco Car Wash Shampoo,10,9,2,Biodegradable car wash soap.
Kitchen,Steel Water Bottle,7,9,1,Refill instead of buying plastic bottles.
Beauty,Lipstick,5,5,4,Opt for refillable lipstick cases to reduce waste.
Groceries,Reusable Bag,7,7,1,Avoid plastic bags by carrying a reusable one.
Groceries,Reusable Bag,6,2,5,Avoid plastic bags by carrying a reusable one.
Groceries,Reusable Bag,7,9,2,Avoid plastic bags by carrying a reusable one.
Toys,Wooden Blocks,9,8,4,Eco-friendly alternative to plastic toys.
Sports,Recycled Yoga Mat,5,1,1,Made from sustainable materials.
Clothing,Cotton Shirt,10,3,1,Wash with cold water to save energy.
Healthcare,Reusable Cotton Pads,9,10,2,Replace disposable wipes with reusable ones.
Household,Bamboo Toothbrush,6,7,4,Switch to biodegradable toothbrushes.
Healthcare,Reusable Cotton Pads,8,4,2,Replace disposable wipes with reusable ones.
Kitchen,Wooden Spoon,5,10,2,Use biodegradable wooden spoons instead of plastic.
Electronics,Laptop,5,10,5,Use energy-saving mode to reduce power consumption.
Groceries,Reusable Bag,10,3,4,Avoid plastic bags by carrying a reusable one.
Automotive,Eco Car Wash Shampoo,6,5,2,Biodegradable car wash soap.
Sports,Recycled Yoga Mat,5,3,1,Made from sustainable materials.
Sports,Recycled Yoga Mat,10,10,2,Made from sustainable materials.
Clothing,Handkerchief,8,2,1,Reuse and wash instead of using tissues.
Electronics,LED Bulb,6,5,4,Switch to LED bulbs for lower energy usage.
Clothing,Cotton Shirt,7,2,1,Wash with cold water to save energy.
Electronics,Laptop,6,4,5,Use energy-saving mode to reduce power consumption.
Clothing,Handkerchief,5,10,5,Reuse and wash instead of using tissues.
Groceries,Reusable Bag,10,8,1,Avoid plastic bags by carrying a reusable one.
Sports,Recycled Yoga Mat,5,3,3,Made from sustainable materials.
Clothing,Cotton Shirt,5,3,1,Wash with cold water to save energy.
Healthcare,Reusable Cotton Pads,10,2,5,Replace disposable wipes with reusable ones.
Automotive,Eco Car Wash Shampoo,6,7,2,Biodegradable car wash soap.
Kitchen,Steel Water Bottle,7,2,2,Refill instead of buying plastic bottles.
Furniture,Bamboo Chair,7,1,1,Sustainable alternative to plastic furniture.
Household,Bamboo Toothbrush,6,9,4,Switch to biodegradable toothbrushes.
Automotive,Eco Car Wash Shampoo,5,4,3,Biodegradable car wash soap.
Furniture,Bamboo Chair,5,9,4,Sustainable alternative to plastic furniture.
Electronics,LED Bulb,7,2,4,Switch to LED bulbs for lower energy usage.
Automotive,Eco Car Wash Shampoo,7,6,4,Biodegradable car wash soap.
Household,Bamboo Toothbrush,6,5,1,Switch to biodegradable toothbrushes.
Clothing,Handkerchief,10,7,5,Reuse and wash instead of using tissues.
Clothing,Handkerchief,9,10,1,Reuse and wash instead of using tissues.
Furniture,Bamboo Chair,7,3,3,Sustainable alternative to plastic furniture.
Electronics,Laptop,10,8,1,Use energy-saving mode to reduce power consumption.
Household,Bamboo Toothbrush,9,4,3,Switch to biodegradable toothbrushes.
Household,Bamboo Toothbrush,10,1,2,Switch to biodegradable toothbrushes.
Electronics,LED Bulb,10,7,5,Switch to LED bulbs for lower energy usage.
Furniture,Bamboo Chair,9,1,2,Sustainable alternative to plastic furniture.
Gardening,Compost Bin,5,6,5,Convert kitchen waste into compost.
Healthcare,Reusable Cotton Pads,7,8,4,Replace disposable wipes with reusable ones.
Furniture,Bamboo Chair,8,3,1,Sustainable alternative to plastic furniture.
Clothing,Cotton Shirt,9,7,5,Wash with cold water to save energy.
Household,Bamboo Toothbrush,8,2,5,Switch to biodegradable toothbrushes.
Stationery,Notebook,6,4,4,Use recycled paper notebooks.
Healthcare,Reusable Cotton Pads,10,7,1,Replace disposable wipes with reusable ones.
Electronics,LED Bulb,5,4,2,Switch to LED bulbs for lower energy usage.
Electronics,LED Bulb,9,2,1,Switch to LED bulbs for lower energy usage.
Gardening,Compost Bin,6,3,5,Convert kitchen waste into compost.
Gardening,Compost Bin,5,6,3,Convert kitchen waste into compost.
Healthcare,Reusable Cotton Pads,10,10,4,Replace disposable wipes with reusable ones.
Electronics,Laptop,6,3,1,Use energy-saving mode to reduce power consumption.
Groceries,Reusable Bag,6,3,5,Avoid plastic bags by carrying a reusable one.
Electronics,LED Bulb,9,6,2,Switch to LED bulbs for lower energy usage.
Groceries,Reusable Bag,9,8,3,Avoid plastic bags by carrying a reusable one.
Household,Bamboo Toothbrush,7,6,1,Switch to biodegradable toothbrushes.
Electronics,Laptop,7,3,5,Use energy-saving mode to reduce power consumption.
Toys,Wooden Blocks,6,2,1,Eco-friendly alternative to plastic toys.
Gardening,Compost Bin,10,1,3,Convert kitchen waste into compost.
Automotive,Eco Car Wash Shampoo,7,1,2,Biodegradable car wash soap.
Toys,Wooden Blocks,8,1,2,Eco-friendly alternative to plastic toys.
Healthcare,Reusable Cotton Pads,9,10,1,Replace disposable wipes with reusable ones.
Clothing,Cotton Shirt,5,10,1,Wash with cold water to save energy.
Stationery,Notebook,9,1,5,Use recycled paper notebooks.
Gardening,Compost Bin,10,6,5,Convert kitchen waste into compost.
Groceries,Reusable Bag,9,2,3,Avoid plastic bags by carrying a reusable one.
Household,Bamboo Toothbrush,5,7,3,Switch to biodegradable toothbrushes.
Electronics,LED Bulb,8,5,3,Switch to LED bulbs for lower energy usage.
Kitchen,Steel Water Bottle,5,1,4,Refill instead of buying plastic bottles.
Automotive,Eco Car Wash Shampoo,10,7,3,Biodegradable car wash soap.
Beauty,Lipstick,10,6,5,Opt for refillable lipstick cases to reduce waste.
Furniture,Bamboo Chair,8,3,1,Sustainable alternative to plastic furniture.
Beauty,Lipstick,8,3,4,Opt for refillable lipstick cases to reduce waste.
Groceries,Reusable Bag,5,2,4,Avoid plastic bags by carrying a reusable one.
Household,Bamboo Toothbrush,7,8,1,Switch to biodegradable toothbrushes.
Automotive,Eco Car Wash Shampoo,9,3,5,Biodegradable car wash soap.
Toys,Wooden Blocks,7,3,1,Eco-friendly alternative to plastic toys.
Stationery,Notebook,7,2,3,Use recycled paper notebooks.
Automotive,Eco Car Wash Shampoo,7,9,2,Biodegradable car wash soap.
Stationery,Pen,8,1,1,Refillable pens reduce plastic waste.
Furniture,Bamboo Chair,5,9,5,Sustainable alternative to plastic furniture.
Clothing,Handkerchief,6,2,4,Reuse and wash instead of using tissues.
Healthcare,Reusable Cotton Pads,6,1,1,Replace disposable wipes with reusable ones.
Automotive,Eco Car Wash Shampoo,7,5,2,Biodegradable car wash soap.
Furniture,Bamboo Chair,10,4,2,Sustainable alternative to plastic furniture.
Clothing,Handkerchief,8,9,2,Reuse and wash instead of using tissues.
Furniture,Bamboo Chair,5,10,4,Sustainable alternative to plastic furniture.
Household,Bamboo Toothbrush,10,8,4,Switch to biodegradable toothbrushes.
Furniture,Bamboo Chair,6,10,5,Sustainable alternative to plastic furniture.
Stationery,Pen,8,7,5,Refillable pens reduce plastic waste.
Gardening,Compost Bin,10,5,2,Convert kitchen waste into compost.
Clothing,Handkerchief,8,10,2,Reuse and wash instead of using tissues.
Sports,Recycled Yoga Mat,10,7,3,Made from sustainable materials.
Toys,Wooden Blocks,7,3,2,Eco-friendly alternative to plastic toys.
Sports,Recycled Yoga Mat,8,3,3,Made from sustainable materials.
Furniture,Bamboo Chair,9,8,5,Sustainable alternative to plastic furniture.
Beauty,Lipstick,5,5,1,Opt for refillable lipstick cases to reduce waste.
Gardening,Compost Bin,7,7,1,Convert kitchen waste into compost.
Sports,Recycled Yoga Mat,6,6,1,Made from sustainable materials.
Electronics,Laptop,7,5,1,Use energy-saving mode to reduce power consumption.
Electronics,Laptop,5,6,1,Use energy-saving mode to reduce power consumption.
Groceries,Reusable Bag,5,10,4,Avoid plastic bags by carrying a reusable one.
Groceries,Reusable Bag,9,2,5,Avoid plastic bags by carrying a reusable one.
Healthcare,Reusable Cotton Pads,8,1,4,Replace disposable wipes with reusable ones.
Stationery,Pen,9,7,1,Refillable pens reduce plastic waste.
Gardening,Compost Bin,5,6,3,Convert kitchen waste into compost.
Automotive,Eco Car Wash Shampoo,8,5,4,Biodegradable car wash soap.
Toys,Wooden Blocks,5,3,5,Eco-friendly alternative to plastic toys.
Toys,Wooden Blocks,7,9,3,Eco-friendly alternative to plastic toys.
Gardening,Compost Bin,8,4,3,Convert kitchen waste into compost.
Kitchen,Steel Water Bottle,8,2,3,Refill instead of buying plastic bottles.
Electronics,LED Bulb,8,9,1,Switch to LED bulbs for lower energy usage.
Stationery,Notebook,9,4,1,Use recycled paper notebooks.
Gardening,Compost Bin,5,8,4,Convert kitchen waste into compost.
Healthcare,Reusable Cotton Pads,6,1,2,Replace disposable wipes with reusable ones.
Sports,Recycled Yoga Mat,6,5,1,Made from sustainable materials.
Gardening,Compost Bin,7,8,5,Convert kitchen waste into compost.
